species_id	sample_id	sra_sr	sra_lr	Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Organism	SRA Accession	GenBank Chromosome Accession	GenBank Plasmid Accession	Molecule Length	Assembly Method
abau	SAMN11997571	SRR22801279	SRR22838494	GCA_028464005.1	ASM2846400v1	Acinetobacter baumannii		37662RM2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4063942	2	Complete Genome	2023-02-05		3952978	2							Illumina; Oxford Nanopore MinION	Sun Yat-sen University	PRJNA548006	SAMN11997571	3921	Acinetobacter baumannii	SRS4901323; ILLUMINA:SRR9164840; ILLUMINA:SRR9225919; ILLUMINA:SRR22801280; ILLUMINA:SRR22801279; OXFORD_NANOPORE:SRR22838494	CP116801.1	CP116802.1	CP116802.1:110964; CP116801.1:3952978	Unicycler v. v0.4.8
abau	SAMN12287008	SRR11096072	SRR11096308	GCA_030585225.1	ASM3058522v1	Acinetobacter baumannii		18WIARLN0035					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4073650	3	Complete Genome	2023-08-02		3951609	3							Illumina MiSeq and Oxford Nanopore MinION	Wisconsin State Laboratory of Hygiene	PRJNA557486	SAMN12287008	3977	Acinetobacter baumannii	SRS6155128; ILLUMINA:SRR11096072; OXFORD_NANOPORE:SRR11096308	CP043452.1	CP043454.1; CP043453.1	CP043454.1:10879; CP043453.1:111162; CP043452.1:3951609	Unicycler v. 0.4.7
abau	SAMN32770956	SRR23101366	SRR23101365	GCA_028201495.1	ASM2820149v1	Acinetobacter baumannii		WM98					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4129776	3	Complete Genome	2023-01-29		3951602	3							Illumina MiSeq; Oxford Nanopore MinION	The University of Sydney	PRJNA812075	SAMN32770956	4000	Acinetobacter baumannii	SRS16469477; ILLUMINA:SRR23101366; OXFORD_NANOPORE:SRR23101365	CP116387.1	CP116389.1; CP116388.1	CP116389.1:8731; CP116388.1:169443; CP116387.1:3951602	Unicycler v. 0.4.0
abau	SAMN12287006	SRR11096073	SRR11096309	GCA_030585245.1	ASM3058524v1	Acinetobacter baumannii		18WIARLN0025					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4065371	3	Complete Genome	2023-08-02		3943529	3							Illumina MiSeq and Oxford Nanopore MinION	Wisconsin State Laboratory of Hygiene	PRJNA557486	SAMN12287006	3979	Acinetobacter baumannii	SRS6155127; ILLUMINA:SRR11096073; OXFORD_NANOPORE:SRR11096309	CP043455.1	CP043457.1; CP043456.1	CP043457.1:10879; CP043456.1:110963; CP043455.1:3943529	Unicycler v. 0.4.7
abau	SAMN27591179	SRR18765351	SRR22756118	GCA_023054035.2	ASM2305403v2	Acinetobacter baumannii		2022CK-00241					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4046676	2	Complete Genome	2023-01-17		3939250	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN27591179	3896	Acinetobacter baumannii	SRS12619255; ILLUMINA:SRR18765351; OXFORD_NANOPORE:SRR22756118	CP115639.1	CP115640.1	CP115640.1:107426; CP115639.1:3939250	Unicycler v. 0.5.0
abau	SAMN11997569	SRR22801283	SRR22838496	GCA_025402915.1	ASM2540291v1	Acinetobacter baumannii		37662					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4048081	2	Complete Genome	2022-09-26		3937114	2							Illumina HiSeq; Oxford Nanopore MinION	Sun Yat-sen University	PRJNA548006	SAMN11997569	3906	Acinetobacter baumannii	SRS4901319; ILLUMINA:SRR9164838; ILLUMINA:SRR9225920; ILLUMINA:SRR22801284; ILLUMINA:SRR22801283; OXFORD_NANOPORE:SRR22838496	CP104751.1	CP104752.1	CP104752.1:110967; CP104751.1:3937114	Unicycler v. v0.4.8
abau	SAMN41020280	SRR28747406	SRR29099094	GCA_038418265.2	ASM3841826v2	Acinetobacter baumannii		2024CK-00452					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3942483	2	Complete Genome	2024-06-02		3933752	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN41020280	3772	Acinetobacter baumannii	SRS21074862; ILLUMINA:SRR28747406; OXFORD_NANOPORE:SRR29099094	CP157255.1	CP157256.1	CP157256.1:8731; CP157255.1:3933752	Unicycler v. 0.5.0
abau	SAMN27182072	SRR18568247	SRR22756114	GCA_022916555.2	ASM2291655v2	Acinetobacter baumannii		2022CK-00185					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4012475	3	Complete Genome	2023-01-17		3932146	3							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN27182072	3873	Acinetobacter baumannii	SRS12460697; ILLUMINA:SRR18568247; OXFORD_NANOPORE:SRR22756114	CP115626.1	CP115628.1; CP115627.1	CP115628.1:8731; CP115627.1:71598; CP115626.1:3932146	Unicycler v. 0.5.0
abau	SAMN05238571	SRR3666896	SRR10173078	GCA_001674505.2	ASM167450v2	Acinetobacter baumannii		ABUH796					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3943749	2	Complete Genome	2019-01-22		3930797	2							Illumina NextSeq and Oxford Nanopore	JCVI	PRJNA271775	SAMN05238571	3823	Acinetobacter baumannii	SRS1504117; ILLUMINA:SRR3666896; OXFORD_NANOPORE:SRR10173078	CP035043.1	CP035044.1	CP035044.1:12952; CP035043.1:3930797	Unicycler v. 0.4.7
abau	SAMN05238628	SRR3666894	SRR10173076	GCA_001674475.2	ASM167447v2	Acinetobacter baumannii		ABUH763					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4014469	3	Complete Genome	2019-01-22		3929411	3							Illumina NextSeq and Oxford Nanopore	JCVI	PRJNA271775	SAMN05238628	3925	Acinetobacter baumannii	SRS1504115; ILLUMINA:SRR3666894; OXFORD_NANOPORE:SRR10173076	CP035051.1	CP035053.1; CP035052.1	CP035053.1:10967; CP035052.1:74091; CP035051.1:3929411	Unicycler v. 0.4.7
abau	SAMN38646043	SRR27050466	SRR27710534	GCA_034126905.2	ASM3412690v2	Acinetobacter baumannii		2023CK-01486					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4038185	2	Complete Genome	2024-02-01		3927218	2							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN38646043	3896	Acinetobacter baumannii	SRS19728484; ILLUMINA:SRR27050466; OXFORD_NANOPORE:SRR27710534	CP143346.1	CP143347.1	CP143347.1:110967; CP143346.1:3927218	Unicycler v. 0.5.0
abau	SAMN36514286	SRR25319658	SRR26643493	GCA_030704325.1	ASM3070432v1	Acinetobacter baumannii		2023CK-00890					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3935353	2	Complete Genome	2023-08-09		3926622	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN36514286	3771	Acinetobacter baumannii	SRS18332160; ILLUMINA:SRR25319658; OXFORD_NANOPORE:SRR25480262; OXFORD_NANOPORE:SRR26643493	CP131944.1	CP131945.1	CP131945.1:8731; CP131944.1:3926622	Unicycler v. 0.5.0
abau	SAMN33288250	SRR23456118	SRR25480264	GCA_028634015.3	ASM2863401v3	Acinetobacter baumannii		2023CK-00127					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4048276	4	Complete Genome	2023-08-09		3924187	4							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN33288250	3961	Acinetobacter baumannii	SRS16761730; ILLUMINA:SRR23456118; OXFORD_NANOPORE:SRR25480264	CP131950.1	CP131953.1; CP131952.1; CP131951.1	CP131953.1:2024; CP131952.1:14639; CP131951.1:107426; CP131950.1:3924187	Unicycler v. 0.5.0
abau	SAMN27739163	SRR18889376	SRR22756117	GCA_023093135.2	ASM2309313v2	Acinetobacter baumannii		2022CK-00251					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4028524	2	Complete Genome	2023-01-17		3921098	2							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN27739163	3871	Acinetobacter baumannii	SRS12718380; ILLUMINA:SRR18889376; OXFORD_NANOPORE:SRR22756117	CP115641.1	CP115642.1	CP115642.1:107426; CP115641.1:3921098	Unicycler v. 0.5.0
abau	SAMN27182098	SRR18568259	SRR22756119	GCA_022916135.2	ASM2291613v2	Acinetobacter baumannii		2022CK-00211					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4028467	2	Complete Genome	2023-01-17		3921041	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN27182098	3872	Acinetobacter baumannii	SRS12460685; ILLUMINA:SRR18568259; OXFORD_NANOPORE:SRR22756119	CP115637.1	CP115638.1	CP115638.1:107426; CP115637.1:3921041	Unicycler v. 0.5.0
abau	SAMN29151496	SRR19691745	SRR22756115	GCA_024106315.2	ASM2410631v2	Acinetobacter baumannii		2022CK-00371					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4024894	3	Complete Genome	2023-01-17		3917468	3							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN29151496	3869	Acinetobacter baumannii	SRS13434156; ILLUMINA:SRR19691745; OXFORD_NANOPORE:SRR22756115	CP115645.1	CP115647.1; CP115646.1	CP115647.1:2775; CP115646.1:104651; CP115645.1:3917468	Unicycler v. 0.5.0
abau	SAMN05238672	SRR3666207	SRR10173103	GCA_001669145.2	ASM166914v2	Acinetobacter baumannii		ABUH793					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4107868	4	Complete Genome	2019-01-22		3915869	4							Illumina NextSeq and Oxford Nanopore	JCVI	PRJNA271775	SAMN05238672	4020	Acinetobacter baumannii	SRS1503455; ILLUMINA:SRR3666207; OXFORD_NANOPORE:SRR10173103	CP035045.1	CP035048.1; CP035047.1; CP035046.1	CP035048.1:10945; CP035047.1:74091; CP035046.1:106963; CP035045.1:3915869	Unicycler v. 0.4.7
abau	SAMN10261584	SRR8081621	SRR8885336	GCA_003948535.2	ASM394853v2	Acinetobacter baumannii		TG22627					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3921030	2	Complete Genome	2019-04-30		3915428	2							Illumina MiSeq; Oxford Nanopore MiniION	Northern Arizona University	PRJNA497581	SAMN10261584	3776	Acinetobacter baumannii	SRS3954125; ILLUMINA:SRR8080820; ILLUMINA:SRR8081621; OXFORD_NANOPORE:SRR8885336	CP039520.1	CP039521.1	CP039521.1:5602; CP039520.1:3915428	Unicycler v. v0.4.8-beta
abau	SAMN19762827	SRR14852169	SRR14852514	GCA_023517175.1	ASM2351717v1	Acinetobacter baumannii		DETAB-E351					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3917947	2	Complete Genome	2022-05-23		3912345	2							Illumina; Oxford Nanopore	University of Birmingham	PRJNA738868	SAMN19762827	3743	Acinetobacter baumannii	SRS9229305; ILLUMINA:SRR14852169; OXFORD_NANOPORE:SRR14852514	CP077828.1	CP077829.1	CP077829.1:5602; CP077828.1:3912345	Unicycler v. 0.4.8
abau	SAMN12286998	SRR11096105	SRR11096313	GCA_030585325.1	ASM3058532v1	Acinetobacter baumannii		18WIARLN0021					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4062813	4	Complete Genome	2023-08-02		3908609	4							Illumina MiSeq and Oxford Nanopore MinION	Wisconsin State Laboratory of Hygiene	PRJNA557486	SAMN12286998	3963	Acinetobacter baumannii	SRS6155095; ILLUMINA:SRR11096105; OXFORD_NANOPORE:SRR11096313	CP043469.1	CP043472.1; CP043471.1; CP043470.1	CP043472.1:10879; CP043471.1:32363; CP043470.1:110962; CP043469.1:3908609	Unicycler v. 0.4.7
abau	SAMN30898331	SRR21607525	SRR21607603	GCA_025854235.1	ASM2585423v1	Acinetobacter baumannii		1326927-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3920883	2	Complete Genome	2022-10-26		3901216	2							Illumina; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812594	SAMN30898331	3780	Acinetobacter baumannii	SRS15144885; ILLUMINA:SRR21607525; OXFORD_NANOPORE:SRR21607603	CP107614.1	CP107615.1	CP107615.1:19667; CP107614.1:3901216	Unicycler v. 0.5.0
abau	SAMN41094846	SRR28815871	SRR29099101	GCA_038627275.2	ASM3862727v2	Acinetobacter baumannii		2024CK-00536					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4002559	2	Complete Genome	2024-06-02		3895133	2							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN41094846	3832	Acinetobacter baumannii	SRS21135307; ILLUMINA:SRR28815871; OXFORD_NANOPORE:SRR29099101	CP157260.1	CP157261.1	CP157261.1:107426; CP157260.1:3895133	Unicycler v. 0.5.0
abau	SAMN13884837	SRR14868892	SRR14868891	GCA_014322245.1	ASM1432224v1	Acinetobacter baumannii		DETAB-P2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4105826	4	Complete Genome	2020-08-27		3892871	4							Oxford Nanopore MiniION; Illumina HiSeq	Zhejiang University	PRJNA602169	SAMN13884837	3942	Acinetobacter baumannii	SRS9243459; ILLUMINA:SRR14868892; OXFORD_NANOPORE:SRR14868891	CP047973.1	CP047976.1; CP047975.1; CP047974.1	CP047976.1:9132; CP047975.1:100072; CP047974.1:103751; CP047973.1:3892871	Unicycler v. 0.4.8
abau	SAMN19774588	SRR14862549	SRR14862591	GCA_023517735.1	ASM2351773v1	Acinetobacter baumannii		DETAB-P24					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3970450	3	Complete Genome	2022-05-23		3891293	3							Illumina; Oxford Nanopore	University of Birmingham	PRJNA738868	SAMN19774588	3830	Acinetobacter baumannii	SRS9237744; OXFORD_NANOPORE:SRR14862591; ILLUMINA:SRR14862549	CP077846.1	CP077848.1; CP077847.1	CP077848.1:8731; CP077847.1:70426; CP077846.1:3891293	Unicycler v. 0.4.8
abau	SAMN10261589	SRR8081616	SRR8885333	GCA_003948455.2	ASM394845v2	Acinetobacter baumannii		TG22653					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4018858	2	Complete Genome	2019-04-30		3891074	2							Illumina MiSeq; Oxford Nanopore MiniION	Northern Arizona University	PRJNA497581	SAMN10261589	3874	Acinetobacter baumannii	SRS3954121; ILLUMINA:SRR8080825; ILLUMINA:SRR8081619; ILLUMINA:SRR8081618; ILLUMINA:SRR8081616; OXFORD_NANOPORE:SRR8885333	CP039518.1	CP039519.1	CP039519.1:127784; CP039518.1:3891074	UniCycler v. v0.4.8-beta
abau	SAMN32733979	SRR23080392	SRR23387324	GCA_028622695.1	ASM2862269v1	Acinetobacter baumannii		2022CK-00783					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3899751	2	Complete Genome	2023-02-15		3891020	2							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN32733979	3735	Acinetobacter baumannii	SRS16451697; ILLUMINA:SRR23080392; OXFORD_NANOPORE:SRR23387324	CP117728.1	CP117729.1	CP117729.1:8731; CP117728.1:3891020	Unicycler v. 0.5.0
abau	SAMN41094845	SRR28815872	SRR29099102	GCA_038522965.2	ASM3852296v2	Acinetobacter baumannii		2024CK-00537					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3996574	2	Complete Genome	2024-06-03		3889148	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN41094845	3827	Acinetobacter baumannii	SRS21135308; ILLUMINA:SRR28815872; OXFORD_NANOPORE:SRR29099102	CP157344.1	CP157345.1	CP157345.1:107426; CP157344.1:3889148	Unicycler v. 0.5.0
abau	SAMN41094844	SRR28815873	SRR29099103	GCA_038627255.2	ASM3862725v2	Acinetobacter baumannii		2024CK-00538					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3992193	2	Complete Genome	2024-06-03		3884767	2							Illumina MiSeq; Oxford Nanopore GridION	Utah Public Health Laboratory, Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN41094844	3822	Acinetobacter baumannii	SRS21135306; ILLUMINA:SRR28815873; OXFORD_NANOPORE:SRR29099103	CP157342.1	CP157343.1	CP157343.1:107426; CP157342.1:3884767	Unicycler v. 0.5.0
abau	SAMN25159974	SRR17696113	SRR17696112	GCA_026194635.2	ASM2619463v2	Acinetobacter baumannii		C9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4059506	12	Complete Genome	2022-12-15		3881444	12							Illumina HiSeq; Oxford Nanopore MinION	Oregon State University	PRJNA799362	SAMN25159974	3858	Acinetobacter baumannii	SRS11733466; ILLUMINA:SRR17696113; OXFORD_NANOPORE:SRR17696112	CP113442.1	CP113453.1; CP113452.1; CP113451.1; CP113450.1; CP113449.1; CP113448.1; CP113447.1; CP113446.1; CP113445.1; CP113444.1; CP113443.1	CP113453.1:1691; CP113452.1:2024; CP113451.1:2214; CP113450.1:2297; CP113449.1:4311; CP113448.1:5053; CP113447.1:5870; CP113446.1:8916; CP113445.1:11964; CP113444.1:17980; CP113443.1:115742; CP113442.1:3881444	Unicycler v. 0.4.8
abau	SAMN18498587	SRR18038246	SRR18038245	GCA_018135585.1	ASM1813558v1	Acinetobacter baumannii		DETAB-P39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3968176	2	Complete Genome	2021-04-23		3877093	2							Illumina; Oxford Nanopore	Zhejiang University School of Medicine	PRJNA716893	SAMN18498587	3754	Acinetobacter baumannii	SRS12011558; ILLUMINA:SRR18038246; OXFORD_NANOPORE:SRR18038245	CP073060.1	CP073061.1	CP073061.1:91083; CP073060.1:3877093	Unicycler v. v. 0.4.8
abau	SAMN05238697	SRR3666904	SRR10173077	GCA_001668465.2	ASM166846v2	Acinetobacter baumannii		ABUH773					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3885710	2	Complete Genome	2019-01-22		3873900	2							Illumina NextSeq and Oxford Nanopore	JCVI	PRJNA271775	SAMN05238697	3749	Acinetobacter baumannii	SRS1504125; ILLUMINA:SRR3666904; OXFORD_NANOPORE:SRR10173072; OXFORD_NANOPORE:SRR10173073; OXFORD_NANOPORE:SRR10173075; OXFORD_NANOPORE:SRR10173077	CP035049.1	CP035050.1	CP035050.1:11810; CP035049.1:3873900	Unicycler v. 0.4.7
abau	SAMN30898325	SRR21607532	SRR21607610	GCA_025854095.1	ASM2585409v1	Acinetobacter baumannii		1326584					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3981935	2	Complete Genome	2022-10-26		3871741	2							Illumina; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812594	SAMN30898325	3787	Acinetobacter baumannii	SRS15144878; ILLUMINA:SRR21607532; OXFORD_NANOPORE:SRR21607610	CP107599.1	CP107600.1	CP107600.1:110194; CP107599.1:3871741	Unicycler v. 0.5.0
abau	SAMN30898332	SRR21607524	SRR21607602	GCA_025854255.1	ASM2585425v1	Acinetobacter baumannii		1326932					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3981833	2	Complete Genome	2022-10-26		3871639	2							Illumina; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812594	SAMN30898332	3787	Acinetobacter baumannii	SRS15144886; ILLUMINA:SRR21607524; OXFORD_NANOPORE:SRR21607602	CP107616.1	CP107617.1	CP107617.1:110194; CP107616.1:3871639	Unicycler v. 0.5.0
abau	SAMN30898322	SRR21607535	SRR21607613	GCA_025854035.1	ASM2585403v1	Acinetobacter baumannii		1326580					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3980384	2	Complete Genome	2022-10-26		3870190	2							Illumina; Oxford Nanopore GridION	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812594	SAMN30898322	3794	Acinetobacter baumannii	SRS15144875; ILLUMINA:SRR21607535; OXFORD_NANOPORE:SRR21607613	CP107593.1	CP107594.1	CP107594.1:110194; CP107593.1:3870190	Unicycler v. 0.5.0
abau	SAMN32734002	SRR23080367	SRR23387316	GCA_028622915.1	ASM2862291v1	Acinetobacter baumannii		2022CK-00843					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3867763	2	Complete Genome	2023-02-15		3857901	2							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN32734002	3690	Acinetobacter baumannii	SRS16451722; ILLUMINA:SRR23080367; OXFORD_NANOPORE:SRR23387316	CP117759.1	CP117760.1	CP117760.1:9862; CP117759.1:3857901	Unicycler v. 0.5.0
abau	SAMN12158047	SRR9650572	SRR9650573	GCA_007107525.1	ASM710752v1	Acinetobacter baumannii		J9					Annotation submitted by University of Sydney	3960760	4	Complete Genome	2019-07-18		3798644	4							Oxford Nanopore MiniION; Illumina HiSeq	University of Sydney	PRJNA472828	SAMN12158047	3750	Acinetobacter baumannii	SRS5069337; OXFORD_NANOPORE:SRR9650573; ILLUMINA:SRR9650572	CP041587.1	CP041589.1; CP041590.1; CP041588.1	CP041589.1:10967; CP041590.1:145071; CP041588.1:6078; CP041587.1:3798644	Unicycler v. Jan-2018
abau	SAMN18498586	SRR14868890	SRR14868889	GCA_017753625.1	ASM1775362v1	Acinetobacter baumannii		DETAB-E227					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3966915	4	Complete Genome	2021-04-05		3749053	4							Illumina; Oxford Nanopore	Zhejiang University School of Medicine	PRJNA716893	SAMN18498586	3799	Acinetobacter baumannii	SRS9243460; ILLUMINA:SRR14868890; OXFORD_NANOPORE:SRR14868889	CP072526.1	CP072529.1; CP072528.1; CP072527.1	CP072529.1:7145; CP072528.1:97035; CP072527.1:113682; CP072526.1:3749053	Unicycler v. v. 0.4.8
abau	SAMN12287004	SRR11096082	SRR11096310	GCA_030585265.1	ASM3058526v1	Acinetobacter baumannii		18WIARLN0024					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4003112	4	Complete Genome	2023-08-02		3684634	4							Illumina MiSeq and Oxford Nanopore MinION	Wisconsin State Laboratory of Hygiene	PRJNA557486	SAMN12287004	3882	Acinetobacter baumannii	SRS6155118; ILLUMINA:SRR11096082; OXFORD_NANOPORE:SRR11096310	CP043458.1	CP043461.1; CP043460.1; CP043459.1	CP043461.1:10864; CP043460.1:19653; CP043459.1:287961; CP043458.1:3684634	Unicycler v. 0.4.7
abau	SAMN14779651	SRR11671348	SRR11671347	GCA_013372085.1	ASM1337208v1	Acinetobacter baumannii ATCC 17978		ATCC 17978					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4030054	3	Complete Genome	2020-06-24		4005343	3							Illumina HiSeq; Oxford Nanopore MiniION	UC San Diego	PRJNA629538	SAMN14779651	3858	Acinetobacter baumannii ATCC 17978	SRS6584930; ILLUMINA:SRR11671348; OXFORD_NANOPORE:SRR11671347	CP053098.1	CP053100.1; CP053099.1	CP053100.1:11302; CP053099.1:13409; CP053098.1:4005343	Unicycler v. 0.4.2
abau	SAMN09302593	SRR9010623	SRR8993900	GCA_005519135.2	ASM551913v2	Acinetobacter baumannii ACICU		ACICU					Annotation submitted by University of Sydney	4013643	3	Complete Genome	2021-04-02		3919274	3							Illumina MiSeq; MinION (Nanopore)	University of Sydney	PRJNA474045	SAMN09302593	3825	Acinetobacter baumannii ACICU	SRS4706305; OXFORD_NANOPORE:SRR8993900; ILLUMINA:SRR9010623	CP031380.1	CP031381.2; CP031382.1	CP031381.2:24268; CP031382.1:70101; CP031380.1:3919274	Unicycler v. 1.00
