species_id	sample_id	long_reads	short_reads	long_read_type	Isolate	Assembly Accession	Animal or WwTW	Isolate source information	Timepoint	Niche	Niche.2	Location	Genus	Species	ST assignment	Circularised plasmids	Number of contigs	Circularised chromosome (1=yes)	Total genome size (bp)	Chromosome GC (if known)	Phylogroup (E. coli only)	Alternative isolate name
eclo	SAMN15148486	SRR12298426	SRR11949301	Nanopore	WTP5|T1-00103	GCA_014104115.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Enterobacter	Enterobacter cloacae	NA	3	12	0	4912652	NA	NA	RHBSTW-00103
ecol	SAMN15148620	SRR12298778	SRR11949248	Nanopore	WTP5|T2-00457	GCA_013748665.1	WTP	Wastewater effluent sample	2	WTP5	Effluent	WTP5	Escherichia	Escherichia coli	131	2	3	1	5396095	50.6	B2	RHBSTW-00457
cfre	SAMN15148543	SRR12298363	SRR11948890	PacBio	WTP3|T1-00214	GCA_013786565.1	WTP	Wastewater influent sample	1	WTP3	Influent	WTP3	Citrobacter	Citrobacter freundii	22	1	2	1	5353392	51.7	NA	RHBSTW-00214
ecol	SAMN15147958	SRR12299085	SRR11948837	Nanopore	RH11|T1-C23	GCA_014109285.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	446	2	3	1	5303897	50.6	B1	RHB01-C23
ecol	SAMN15148348	SRR12299145	SRR11948929	Nanopore	RH06|T3-C01	GCA_013817315.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH06	Escherichia	Escherichia coli	69	1	2	1	5046414	50.6	D	RHB35-C01
cxxx	SAMN15148501	SRR12298409	SRR11948808	PacBio	WTP1|T1-00127	GCA_013791465.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Citrobacter	Citrobacter sp.	NA	4	5	1	5391037	52	NA	RHBSTW-00127
ecol	SAMN15148626	SRR12298772	SRR11948712	Nanopore	WTP5|T2-00474	GCA_014101155.1	WTP	Freshwater sample from upstream of wastewater treatment work	2	WTP5	Upstream	WTP5	Escherichia	Escherichia coli	NA	3	391	0	6193089	NA	B1	RHBSTW-00474
ecol	SAMN15148285	SRR12298739	SRR11949038	Nanopore	RH11|T3-C23	GCA_013826725.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1086	1	2	1	5244478	50.6	B1	RHB29-C23
kpne	SAMN15148385	SRR12299033	SRR11948825	Nanopore	RH04|T3-C06	GCA_013813035.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Klebsiella	Klebsiella pneumoniae	661	1	2	1	5371452	57.5	NA	RHB38-C06
koxy	SAMN15148741	SRR12299070	SRR11949354	Nanopore	WTP1|T3-00909	GCA_013732655.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Klebsiella	Klebsiella oxytoca	127	8	9	1	6609426	55.6	NA	RHBSTW-00909
ecol	SAMN15148200	SRR12298908	SRR11949122	Nanopore	RH07|T2-C04	GCA_013887315.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH07	Escherichia	Escherichia coli	1300	1	2	1	5279271	50.5	E	RHB22-C04
eclo	SAMN15148690	SRR12298673	SRR11949452	Nanopore	WTP4|T3-00735	GCA_014103355.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP4	Downstream	WTP4	Enterobacter	Enterobacter cloacae	664	1	65	0	4901949	NA	NA	RHBSTW-00735
ecol	SAMN15148264	SRR12298762	SRR11949403	Nanopore	RH04|T2-C21	GCA_013831005.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	93	5	6	1	5205747	50.7	A	RHB27-C21
ecol	SAMN15148222	SRR12298860	SRR11948776	Nanopore	RH15|T2-C04	GCA_013883175.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH15	Escherichia	Escherichia coli	5966	1	2	1	5235059	50.9	B2	RHB24-C04
ecol	SAMN15148023	SRR12298607	SRR11948868	PacBio	RH07|T1-C06	GCA_013900225.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH07	Escherichia	Escherichia coli	201	1	2	1	4948974	50.8	B1	RHB07-C06
ecol	SAMN15148528	SRR12298379	SRR11949174	Nanopore	WTP1|T1-00180	GCA_013789905.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP1	Upstream	WTP1	Escherichia	Escherichia coli	44	7	8	1	5090659	50.8	A	RHBSTW-00180
koxy	SAMN15148619	SRR12298779	SRR11949249	Nanopore	WTP5|T2-00452	GCA_013737205.1	WTP	Wastewater influent sample	2	WTP5	Influent	WTP5	Klebsiella	Klebsiella oxytoca	215	9	10	1	6758354	56	NA	RHBSTW-00452
ecol	SAMN15147988	SRR12299112	SRR11949380	PacBio	RH13|T1-C10	GCA_013713325.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH13	Escherichia	Escherichia coli	23	3	10	1	4889762	50.7	C	RHB04-C10
ecol	SAMN15148198	SRR12298457	SRR11949124	Nanopore	RH07|T2-C02	GCA_013887475.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH07	Escherichia	Escherichia coli	1508	4	5	1	5271491	50.5	E	RHB22-C02
cfre	SAMN15148086	SRR12299005	SRR11948853	Nanopore	RH09|T1-C20	GCA_013899325.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Citrobacter	Citrobacter freundii	NA	0	1	1	5359677	51.7	NA	RHB12-C20
ecol	SAMN15148380	SRR12299038	SRR11948830	Nanopore	RH15|T3-C16	GCA_013813895.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia coli	124	3	4	1	5188054	50.8	B1	RHB37-C16
ecol	SAMN15148014	SRR12298782	SRR11949252	PacBio	RH14|T1-C10	GCA_014106035.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH14	Escherichia	Escherichia coli	609	1	3	0	4579973	NA	A	RHB06-C10
ecol	SAMN15147947	SRR12298765	SRR11949064	PacBio	RH11|T1-C02	GCA_014106475.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	446	2	25	0	5290494	NA	B1	RHB01-C02
ecol	SAMN15148255	SRR12298799	SRR11949055	Nanopore	RH04|T2-C01	GCA_013832965.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	10	2	3	1	4870991	50.7	A	RHB27-C01
ecol	SAMN15148402	SRR12298933	SRR11948736	Nanopore	RH09|T3-C18	GCA_013806725.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH09	Escherichia	Escherichia coli	10	1	2	1	4766932	50.9	A	RHB39-C18
ecol	SAMN15147998	SRR12298482	SRR11949317	PacBio	RH12|T1-C09	GCA_014106195.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	297	2	14	0	5148126	NA	B1	RHB05-C09
kpne	SAMN15148466	SRR12298448	SRR11948793	PacBio	WTP5|T1-00062	GCA_013796485.1	WTP	Wastewater influent sample	1	WTP5	Influent	WTP5	Klebsiella	Klebsiella pneumoniae	111	4	5	1	5566305	57.3	NA	RHBSTW-00062
efer	SAMN15148372	SRR12299047	SRR11949363	Nanopore	RH15|T3-C01	GCA_014042145.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia fergusonii	NA	4	72	0	4663708	NA	fergusonii	RHB37-C01
cxxx	SAMN15148649	SRR12298718	SRR11948915	Nanopore	WTP1|T2-00535	GCA_013747275.1	WTP	Wastewater effluent sample	2	WTP1	Effluent	WTP1	Citrobacter	Citrobacter sp.	NA	2	3	1	5205027	52.1	NA	RHBSTW-00535
ecol	SAMN15148497	SRR12298413	SRR11948812	PacBio	WTP1|T1-00122	GCA_013791815.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Escherichia	Escherichia coli	1431	3	4	1	4885884	50.9	B1	RHBSTW-00122
ecol	SAMN15148258	SRR12298795	SRR11949051	Nanopore	RH04|T2-C06	GCA_013831785.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	10	2	3	1	4861510	50.7	A	RHB27-C06
ecol	SAMN15148435	SRR12298531	SRR11949150	Nanopore	RH12|T3-C09	GCA_013636045.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH12	Escherichia	Escherichia coli	125	1	2	1	4637518	50.4	cladeV	RHB42-C09
ecol	SAMN15148142	SRR12298568	SRR11949331	Nanopore	RH03|T2-C02	GCA_013895455.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH03	Escherichia	Escherichia coli	3858	3	4	1	5065382	50.8	B1	RHB17-C02
ecol	SAMN15148182	SRR12298475	SRR11948644	Nanopore	RH10|T2-C17	GCA_013890055.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH10	Escherichia	Escherichia coli	1997	3	4	1	5055355	50.9	A	RHB20-C17
ecol	SAMN15148302	SRR12298648	SRR11949201	Nanopore	RH10|T3-C07	GCA_013822225.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	1309	2	3	1	4980473	50.8	A	RHB31-C07
cxxx	SAMN15148616	SRR12298783	SRR11949253	Nanopore	WTP5|T2-00446	GCA_013737455.1	WTP	Wastewater influent sample	2	WTP5	Influent	WTP5	Citrobacter	Citrobacter sp.	NA	6	7	1	5582599	52.2	NA	RHBSTW-00446
ecol	SAMN15148075	SRR12299017	SRR11948983	PacBio	RH10|T1-C23	GCA_013899545.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH10	Escherichia	Escherichia coli	8852	2	3	1	5335435	50.7	E	RHB11-C23
exxx	SAMN15148123	SRR12298589	SRR11949076	Nanopore	RH11|T2-C17	GCA_013898335.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Enterobacter	Enterobacter sp.	NA	1	2	1	4684154	55.2	NA	RHB15-C17
ecol	SAMN15148047	SRR12299095	SRR11948847	Nanopore	RH08|T1-C15	GCA_013900005.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH08	Escherichia	Escherichia coli	58	3	4	1	5204110	50.9	B1	RHB09-C15
eclo	SAMN15148601	SRR12298823	SRR11948675	Nanopore	WTP4|T2-00399	GCA_013750175.1	WTP	Wastewater effluent sample	2	WTP4	Effluent	WTP4	Enterobacter	Enterobacter cloacae	681	3	4	1	5265283	55.5	NA	RHBSTW-00399
eclo	SAMN15148542	SRR12298364	SRR11948891	PacBio	WTP3|T1-00211	GCA_013707135.1	WTP	Wastewater influent sample	1	WTP3	Influent	WTP3	Enterobacter	Enterobacter cloacae	108	1	10	1	4851593	55.5	NA	RHBSTW-00211
ecol	SAMN15147952	SRR12298494	SRR11949019	Nanopore	RH11|T1-C08	GCA_014109685.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	446	2	3	1	5292863	50.6	B1	RHB01-C08
cxxx	SAMN15148678	SRR12298686	SRR11948899	Nanopore	WTP2|T2-00671	GCA_014103415.1	WTP	Wastewater influent sample	2	WTP2	Influent	WTP2	Citrobacter	Citrobacter sp.	NA	4	10	0	5629017	NA	NA	RHBSTW-00671
ecol	SAMN15147980	SRR12298748	SRR11949389	Nanopore	RH01|T1-C16	GCA_014108965.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia coli	542	3	4	1	4658109	50.9	A	RHB03-C16
ecol	SAMN15148589	SRR12298836	SRR11949138	PacBio	WTP2|T1-00353	GCA_013706285.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP2	Downstream	WTP2	Escherichia	Escherichia coli	543	6	10	1	5411062	50.6	E	RHBSTW-00353
kpne	SAMN15148764	SRR12298996	SRR11949002	Nanopore	WTP3|T3-00995	GCA_013782105.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP3	Downstream	WTP3	Klebsiella	Klebsiella pneumoniae	NA	7	8	1	5599686	57.5	NA	RHBSTW-00995
ecol	SAMN15148057	SRR12299084	SRR11948836	PacBio	RH15|T1-C07	GCA_013899805.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	58	0	1	1	5037976	50.7	B1	RHB10-C07
ecol	SAMN15148137	SRR12298573	SRR11949336	Nanopore	RH02|T2-C13	GCA_013896515.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH02	Escherichia	Escherichia coli	42	6	7	1	6035998	50.6	D	RHB16-C13
ecol	SAMN15148124	SRR12298588	SRR11949075	Nanopore	RH11|T2-C18	GCA_013898135.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	8185	3	4	1	5075334	50.7	B1	RHB15-C18
ecol	SAMN15148371	SRR12299096	SRR11949364	Nanopore	RH07|T3-C21	GCA_014104645.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH07	Escherichia	Escherichia coli	2313	1	77	0	4828865	NA	B1	RHB36-C21
cfre	SAMN15148638	SRR12298731	SRR11948928	Nanopore	WTP1|T2-00502	GCA_013784645.1	WTP	Wastewater influent sample	2	WTP1	Influent	WTP1	Citrobacter	Citrobacter freundii	19	1	2	1	5000117	51.8	NA	RHBSTW-00502
ecol	SAMN15148425	SRR12298542	SRR11949161	Nanopore	RH01|T3-C12	GCA_014104445.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia coli	898	0	8	0	4749797	NA	A	RHB41-C12
ecol	SAMN15148159	SRR12298524	SRR11949279	Nanopore	RH13|T2-C18	GCA_013893055.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia coli	155	3	4	1	5032524	50.8	B1	RHB18-C18
eclo	SAMN15148579	SRR12298871	SRR11948683	PacBio	WTP2|T1-00332	GCA_014101335.1	WTP	Wastewater effluent sample	1	WTP2	Effluent	WTP2	Enterobacter	Enterobacter cloacae	NA	2	5	0	5080720	NA	NA	RHBSTW-00332
ecol	SAMN15147974	SRR12298890	SRR11949216	PacBio	RH01|T1-C04	GCA_014109025.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	4	5	1	4586389	50.9	A	RHB03-C04
cfre	SAMN15148747	SRR12299062	SRR11949346	Nanopore	WTP1|T3-00935	GCA_013725595.1	WTP	Wastewater effluent sample	3	WTP1	Effluent	WTP1	Citrobacter	Citrobacter freundii	NA	3	4	1	5492846	51.6	NA	RHBSTW-00935
ecol	SAMN15148175	SRR12298507	SRR11948968	Nanopore	RH10|T2-C03	GCA_014105175.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH10	Escherichia	Escherichia coli	10	2	42	0	5378815	NA	A	RHB20-C03
ecol	SAMN15148233	SRR12298848	SRR11948764	Nanopore	RH08|T2-C01	GCA_014105035.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH08	Escherichia	Escherichia coli	NA	3	7	0	5084292	NA	E	RHB25-C01
ecol	SAMN15147973	SRR12298901	SRR11949227	PacBio	RH01|T1-C03	GCA_013714145.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	5	8	1	4553124	50.9	A	RHB03-C03
kxxx	SAMN15148621	SRR12298777	SRR11949247	Nanopore	WTP5|T2-00464	GCA_013736875.1	WTP	Wastewater effluent sample	2	WTP5	Effluent	WTP5	Klebsiella	Klebsiella sp.	NA	8	9	1	6938795	53.1	NA	RHBSTW-00464
koxy	SAMN15148463	SRR12298451	SRR11949310	PacBio	WTP4|T1-00054	GCA_013590775.1	WTP	Wastewater effluent sample	1	WTP4	Effluent	WTP4	Klebsiella	Klebsiella oxytoca	215	4	6	1	6525608	55.6	NA	RHBSTW-00054
ecol	SAMN15148752	SRR12299057	SRR11949341	Nanopore	WTP1|T3-00946	GCA_014103085.1	WTP	Wastewater effluent sample	3	WTP1	Effluent	WTP1	Escherichia	Escherichia coli	73	2	80	0	5024603	NA	B2	RHBSTW-00946
ecol	SAMN15148474	SRR12298439	SRR11948784	Nanopore	WTP5|T1-00081	GCA_013795795.1	WTP	Wastewater effluent sample	1	WTP5	Effluent	WTP5	Escherichia	Escherichia coli	131	2	3	1	5410868	50.6	B2	RHBSTW-00081
exxx	SAMN15148756	SRR12299053	SRR11949011	Nanopore	WTP3|T3-00974	GCA_014101175.1	WTP	Wastewater influent sample	3	WTP3	Influent	WTP3	Enterobacter	Enterobacter sp.	20	3	15	0	5183554	NA	NA	RHBSTW-00974
ecol	SAMN15148305	SRR12298645	SRR11949198	Nanopore	RH10|T3-C14	GCA_013821965.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	34	3	4	1	4914446	50.9	A	RHB31-C14
ecol	SAMN15148141	SRR12298569	SRR11949332	Nanopore	RH03|T2-C01	GCA_013895855.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH03	Escherichia	Escherichia coli	208	4	5	1	4745491	51	A	RHB17-C01
ecol	SAMN15148381	SRR12299037	SRR11948829	Nanopore	RH15|T3-C20	GCA_013813735.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia coli	124	2	3	1	5183506	50.8	B1	RHB37-C20
koxy	SAMN15148521	SRR12298387	SRR11948796	Nanopore	WTP1|T1-00165	GCA_013707575.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP1	Upstream	WTP1	Klebsiella	Klebsiella oxytoca	184	8	41	1	6464700	55.7	NA	RHBSTW-00165
koxy	SAMN15148522	SRR12298386	SRR11948795	PacBio	WTP1|T1-00167	GCA_013624375.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP1	Upstream	WTP1	Klebsiella	Klebsiella oxytoca	NA	9	10	1	6544295	55.7	NA	RHBSTW-00167
ecol	SAMN15148077	SRR12299014	SRR11948862	PacBio	RH09|T1-C01	GCA_013899485.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH09	Escherichia	Escherichia coli	58	1	2	1	4931961	50.8	B1	RHB12-C01
exxx	SAMN15148735	SRR12299125	SRR11948719	Nanopore	WTP1|T3-00901	GCA_014103115.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Enterobacter	Enterobacter sp.	NA	3	5	0	4938129	NA	NA	RHBSTW-00901
koxy	SAMN15148490	SRR12298421	SRR11949296	Nanopore	WTP5|T1-00109	GCA_014104095.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Klebsiella	Klebsiella oxytoca	135	1	16	0	6337540	NA	NA	RHBSTW-00109
kpne	SAMN15148398	SRR12298937	SRR11948740	Nanopore	RH09|T3-C09	GCA_013811845.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH09	Klebsiella	Klebsiella pneumoniae	NA	2	3	1	5443520	57.2	NA	RHB39-C09
ecol	SAMN15148167	SRR12298515	SRR11948976	Nanopore	RH14|T2-C12	GCA_014105215.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH14	Escherichia	Escherichia coli	NA	4	17	0	4899287	NA	A	RHB19-C12
ecol	SAMN15148306	SRR12298644	SRR11949197	Nanopore	RH10|T3-C15	GCA_013821835.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	NA	2	3	1	4778184	50.9	A	RHB31-C15
kpne	SAMN15148492	SRR12298419	SRR11949294	PacBio	WTP5|T1-00113	GCA_013792545.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Klebsiella	Klebsiella pneumoniae	34	6	7	1	5543771	57.5	NA	RHBSTW-00113
ecol	SAMN15148569	SRR12298882	SRR11948694	Nanopore	WTP2|T1-00312	GCA_013786125.1	WTP	Wastewater influent sample	1	WTP2	Influent	WTP2	Escherichia	Escherichia coli	38	1	2	1	5043409	50.6	D	RHBSTW-00312
kaer	SAMN15148748	SRR12299061	SRR11949345	Nanopore	WTP1|T3-00938	GCA_013925105.1	WTP	Wastewater effluent sample	3	WTP1	Effluent	WTP1	Klebsiella	Klebsiella aerogenes	141	1	2	0	5783221	NA	NA	RHBSTW-00938
kpne	SAMN15148724	SRR12299137	SRR11949261	Nanopore	WTP5|T3-00867	GCA_013729075.1	WTP	Wastewater effluent sample	3	WTP5	Effluent	WTP5	Klebsiella	Klebsiella pneumoniae	17	2	3	1	5495884	57.6	NA	RHBSTW-00867
efer	SAMN15148432	SRR12298534	SRR11949153	Nanopore	RH12|T3-C01	GCA_013800985.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH12	Escherichia	Escherichia fergusonii	NA	3	4	1	4719138	50	fergusonii	RHB42-C01
ecol	SAMN15148560	SRR12298916	SRR11949086	PacBio	WTP3|T1-00277	GCA_014103615.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP3	Downstream	WTP3	Escherichia	Escherichia coli	131	1	8	0	5227680	NA	B2	RHBSTW-00277
cxxx	SAMN15148767	SRR12298992	SRR11949446	Nanopore	WTP3|T3-01013	GCA_013781985.1	WTP	Wastewater effluent sample	3	WTP3	Effluent	WTP3	Citrobacter	Citrobacter sp.	NA	4	5	1	5490700	52	NA	RHBSTW-01013
ecol	SAMN15148455	SRR12298484	SRR11949319	Nanopore	WTP4|T1-00019	GCA_014104345.1	WTP	Wastewater influent sample	1	WTP4	Influent	WTP4	Escherichia	Escherichia coli	131	3	12	0	5088675	NA	B2	RHBSTW-00019
cxxx	SAMN15148185	SRR12298472	SRR11948641	Nanopore	RH06|T2-C01	GCA_013889875.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH06	Citrobacter	Citrobacter sp.	NA	0	1	1	4652001	54.8	NA	RHB21-C01
ecol	SAMN15147957	SRR12298763	SRR11948848	PacBio	RH11|T1-C21	GCA_014109385.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1665	3	4	1	4998943	50.7	B1	RHB01-C21
ecol	SAMN15148250	SRR12298804	SRR11949060	Nanopore	RH09|T2-C18	GCA_013833805.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia coli	645	2	3	1	5267240	50.6	Unknown	RHB26-C18
ecol	SAMN15148230	SRR12298851	SRR11948767	Nanopore	RH15|T2-C17	GCA_014105055.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH15	Escherichia	Escherichia coli	5966	2	11	0	5301313	NA	B2	RHB24-C17
efer	SAMN15148320	SRR12298628	SRR11948747	Nanopore	RH13|T3-C16	GCA_013820225.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH13	Escherichia	Escherichia fergusonii	NA	4	5	1	4802523	49.9	fergusonii	RHB32-C16
ecol	SAMN15148364	SRR12299104	SRR11949372	Nanopore	RH07|T3-C07	GCA_013815235.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH07	Escherichia	Escherichia coli	394	2	3	1	5249862	50.5	D	RHB36-C07
efer	SAMN15148066	SRR12299075	SRR11948993	PacBio	RH15|T1-C23	GCA_013899685.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia fergusonii	NA	3	4	1	4718001	50	fergusonii	RHB10-C23
ecol	SAMN15148438	SRR12298503	SRR11949028	Nanopore	RH12|T3-C16	GCA_013799665.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH12	Escherichia	Escherichia coli	162	2	3	1	4873187	50.8	B1	RHB42-C16
ecol	SAMN15148062	SRR12299079	SRR11948997	PacBio	RH15|T1-C17	GCA_013899745.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	58	0	1	1	5037981	50.7	B1	RHB10-C17
ecol	SAMN15148539	SRR12298367	SRR11948894	PacBio	WTP3|T1-00205	GCA_014103845.1	WTP	Wastewater influent sample	1	WTP3	Influent	WTP3	Escherichia	Escherichia coli	616	1	6	0	4958057	NA	B1	RHBSTW-00205
efer	SAMN15147978	SRR12298797	SRR11949053	PacBio	RH01|T1-C11	GCA_014106295.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia fergusonii	NA	6	20	0	4911975	NA	fergusonii	RHB03-C11
kpne	SAMN15148642	SRR12298727	SRR11948924	Nanopore	WTP1|T2-00510	GCA_013736155.1	WTP	Wastewater influent sample	2	WTP1	Influent	WTP1	Klebsiella	Klebsiella pneumoniae	20	8	9	1	5990576	57.4	NA	RHBSTW-00510
ecol	SAMN15148252	SRR12298802	SRR11949058	Nanopore	RH09|T2-C21	GCA_013833345.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia coli	8852	2	3	1	5407336	50.6	E	RHB26-C21
ecol	SAMN15148067	SRR12299073	SRR11948991	PacBio	RH10|T1-C04	GCA_013899665.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH10	Escherichia	Escherichia coli	3858	2	3	1	5003596	50.8	B1	RHB11-C04
ecol	SAMN15148206	SRR12298902	SRR11949228	Nanopore	RH07|T2-C17	GCA_013886795.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH07	Escherichia	Escherichia coli	1665	2	3	1	5086699	50.7	B1	RHB22-C17
ecol	SAMN15148030	SRR12298984	SRR11949438	Nanopore	RH07|T1-C22	GCA_013900125.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH07	Escherichia	Escherichia coli	5082	2	3	1	5306884	50.7	B1	RHB07-C22
